endereço,bairros,área m²,quartos,garagem,tipo,aluguel,total,bairros_original,id_distrito
Rua Carlo Pallavicino,jardim vivan,70,2,1,Apartamento,1155,1559,Jardim Vivan,1075
Rua Tenente Coronel Soares Neiva,vila aricanduva,55,1,1,Casa,1500,1610,Vila Aricanduva,1077
Rua Eunice,vila re,60,1,0,Casa,1150,1199,Vila Ré,1153
Rua Vergueiro,vila firmiano pinto,65,1,0,Apartamento,1596,1787,Vila Firmiano Pinto,1148
Rua Cristóvão Bezerra Dantas,parque vitoria,60,1,0,Casa,1130,1222,Parque Vitoria,1069
Praça Santa Adelaide,cidade vargas,70,2,2,Casa,2500,2690,Cidade Vargas,1073
Rua Pio Xii,liberdade,60,2,1,Apartamento,3000,4119,Liberdade,1410
Rua José Piedade,vila dalila,30,1,1,Casa,650,769,Vila Dalila,1153
Rua Joel Jorge de Melo,vila mariana,48,1,0,Casa,1980,2211,Vila Mariana,1072
Rua Bimbarra,vila formosa,53,2,2,Apartamento,2800,3808,Vila Formosa,986
Rua Madrid,parque sevilha,120,3,1,Casa,2618,3124,Parque Sevilha,987
Avenida Paes de Barros,mooca,60,1,0,Apartamento,1500,2152,Mooca,934
Rua Serra de Jairé,quarta parada,38,2,0,Studio e kitnet,1820,2268,Quarta Parada,987
Rua Umburetama,ipiranga,120,4,1,Casa,3700,4107,Ipiranga,1254
Rua Emílio Lessore,piqueri,110,3,4,Casa,3000,3294,Piqueri,1075
Rua Vicente Amato Sobrinho,jaragua,63,2,2,Casa em condomínio,1340,1572,Jaraguá,941
Rua Doutor Brasilio Machado,santa cecilia,115,3,0,Apartamento,4300,5472,Santa Cecília,938
Rua Irmã Maria Amélia,vila pirituba,50,1,1,Casa,1150,1259,Vila Pirituba,1075
Avenida Secundino Domingues,jardim independencia,35,1,0,Apartamento,1000,1103,Jardim Independência,988
Rua Guaianazes,campos eliseos,57,2,0,Apartamento,1683,2018,Campos Elíseos,1143
Rua José Rangel de Camargo,parque peruche,60,2,0,Casa,2300,2435,Parque Peruche,1259
Rua Henrique Sertório,tatuape,39,1,0,Casa,1100,1247,Tatuapé,1078
Rua Guaianases,campos eliseos,39,1,0,Studio e kitnet,800,1141,Campos Elíseos,1143
Rua Valson Lopes,vila butanta,39,2,0,Apartamento,2700,3096,Vila Butantã,993
Maria Curupaiti,vila ester,60,2,1,Apartamento,1505,2176,Vila Ester (zona Norte),1146
Rua Umburetama,ipiranga,70,2,1,Casa,1950,1983,Ipiranga,1254
Rua dos Carmelitas,se,41,1,0,Apartamento,868,1358,Sé,1410
Travessa Francisco Benetti,vila cruzeiro,130,2,1,Casa,2516,2626,Vila Cruzeiro,1265
Rua Capote Valente,pinheiros,70,2,1,Casa,3900,4333,Pinheiros,1257
Rua Ada Negri,santo amaro,22,1,0,Studio e kitnet,1050,1175,Santo Amaro,1265
Rua Tenente Oswaldo Antônio,parque edu chaves,70,2,0,Casa,1712,1785,Parque Edu Chaves,942
Avenida Engenheiro Heitor Antônio Eiras Garcia,jardim esmeralda,50,1,1,Studio e kitnet,2280,2368,Jardim Esmeralda,993
"Rua Bela Cintra, 32 - Consolação, São Paulo - Sp, Brasil",consolacao,47,1,1,Apartamento,3100,3976,Consolação,1067
Rua Antônio Carlos dos Santos,cidade patriarca,33,1,0,Studio e kitnet,1113,1387,Cidade Patriarca,1153
Rua Fradique Coutinho,pinheiros,60,1,0,Casa,5090,5642,Pinheiros,1257
Avenida Ramalho Ortigão,vila gumercindo,142,2,1,Casa,2875,3124,Vila Gumercindo,1072
Rua Antônio Viêira,casa verde alta,35,1,0,Apartamento,630,740,Casa Verde Alta,1259
Rua Feliciano Bicudo,vila pauliceia,80,1,0,Casa,2200,2537,Vila Paulicéia,1027
Rua Amarais,vila carrao,120,3,0,Casa,2550,2744,Vila Carrão,1077
Rua Francisca Miquelina,bela vista,41,1,0,Studio e kitnet,2100,3011,Bela Vista,1410
Rua Alexandre Teixeira,vila euthalia,98,3,2,Casa,2414,2516,Vila Euthalia,1077
Rua Cerro Largo,vila gustavo,60,1,0,Casa,1440,1501,Vila Gustavo,1069
Rua Engenheiro Silva Braga,vila brasilina,50,1,0,Casa,1095,1232,Vila Brasilina,1148
Rua Siqueira Alves,vila leopoldina,140,3,3,Casa,2490,2670,Vila Leopoldina,909
Rua Coronel Luiz Lobo,vila re,120,2,2,Casa,2500,2606,Vila Ré,1153
Rua das Municipalidades,ipiranga,50,2,1,Apartamento,1880,2202,Ipiranga,1254
Rua Itamonte,vila medeiros,250,3,2,Casa,4000,4170,Vila Medeiros,1069
Viaduto Dona Paulina,centro historico de sao paulo,40,1,0,Studio e kitnet,1324,1843,Centro Histórico de São Paulo,1410
Rua João Mafra,vila brasilio machado,62,2,2,Apartamento,1900,2729,Vila Brasílio Machado,1254
Rua Fernão Dias,pinheiros,122,2,1,Casa,6500,7160,Pinheiros,1257
Rua Barão de Tefé,agua branca,55,1,0,Casa,2470,2819,Água Branca,957
Travessa Leon Berry,jardim paulista,36,1,1,Casa,2300,2578,Jardim Paulista,937
Rua dos Andradas,santa ifigenia,40,1,0,Studio e kitnet,1000,1354,Santa Ifigênia,1143
Rua dos Parecis,cambuci,55,2,1,Apartamento,2700,3638,Cambuci,983
Rua Olímpia de Almeida Prado,barra funda,58,1,1,Apartamento,3300,4252,Barra Funda,1143
Avenida Padre Arlindo Vieira,jardim vergueiro,47,2,0,Apartamento,1260,1845,Jardim Vergueiro (sacoma),1148
Rua Natividade Saldanha,sao lucas,25,1,0,Apartamento,1150,1417,São Lucas,1025
Rua Baía Grande,vila bela,52,2,1,Apartamento,2146,2609,Vila Bela,988
Rua Barão de Iguape,liberdade,45,2,0,Apartamento,1600,2159,Liberdade,1410
Avenida Nove de Julho,bela vista,32,1,0,Apartamento,2540,2938,Bela Vista,1410
Rua Albino Boldasso Gabril,vila cruzeiro,43,1,0,Studio e kitnet,1300,1494,Vila Cruzeiro,1265
Rua Edmundo Kirmayr,vila roque,50,2,1,Apartamento,2000,2538,Vila Roque,1070
Rua Coronel Diogo,jardim da gloria,83,2,0,Casa,2340,2430,Jardim da Glória,1254
Rua Aulinda Queiroz de Matos,sacoma,55,1,1,Casa,2536,2934,Sacomã,1148
Rua Petrobrás,vila antonieta,80,2,1,Casa,1600,1718,Vila Antonieta,962
Rua Doutor Morais Dantas,vila barbosa,50,1,1,Apartamento,1155,1659,Vila Barbosa,1259
Rua Ernest Friedrich Jost,pinheiros,145,1,0,Casa,13300,14150,Pinheiros,1257
Rua Coronel Virgilio dos Santos,vila santa edwiges,48,2,1,Apartamento,1700,2009,Vila Santa Edwiges,1269
Rua Equici,vila esperanca,100,2,2,Casa em condomínio,2200,2643,Vila Esperança,1275
Rua Coronel Luís Barroso,santo amaro,35,1,1,Apartamento,2300,3345,Santo Amaro,1265
Rua Santa Romana,vila pereira cerca,75,3,1,Casa,2000,2085,Vila Pereira Cerca,1146
Rua Coelho Barradas,parque da vila prudente,32,1,0,Apartamento,2440,2809,Parque da Vila Prudente,988
Praça Carlos Gomes,centro,33,1,0,Studio e kitnet,1230,1710,Centro,1410
Rua Ernesto Eugênio Piedade,vila medeiros,75,2,1,Casa,2760,2972,Vila Medeiros,1069
Rua Torquato Neto,bras,50,2,1,Apartamento,1700,2343,Brás,934
Rua Caruso,vila alpina,124,2,1,Casa,2426,2666,Vila Alpina,988
Rua Vichy,vila baruel,85,2,0,Apartamento,1800,2243,Vila Baruel,1259
Rua Arnaldo Pedroso D'horta,vila elze,80,3,1,Casa,1000,1042,Vila Elze,1022
Rua Tabatinguera,se,30,1,0,Apartamento,950,1313,Sé,1410
Rua Antônio de Godói,santa ifigenia,47,2,0,Studio e kitnet,3000,3546,Santa Ifigênia,1143
Rua Itamonte,vila medeiros,60,1,0,Casa,950,1199,Vila Medeiros,1069
Rua Gilka,vila moraes,60,2,0,Casa,1300,1355,Vila Moraes,1148
Avenida Duque de Caxias,campos eliseos,53,2,0,Apartamento,1680,2007,Campos Elíseos,1143
Avenida Duque de Caxias,campos eliseos,35,1,0,Apartamento,1000,1452,Campos Elíseos,1143
Rua Japurá,bela vista,72,2,1,Apartamento,2229,2845,Bela Vista,1410
Rua Daniel Vieira,vila guaca,40,1,0,Casa em condomínio,840,995,Vila Guaca,1069
Rua Tabatinguera,se,23,1,0,Studio e kitnet,1500,2100,Sé,1410
Rua Intendência,bras,45,2,0,Apartamento,1628,1988,Brás,934
Rua Gomes Nogueira,ipiranga,80,2,1,Casa,2400,2440,Ipiranga,1254
Avenida Rangel Pestana,bras,40,1,0,Studio e kitnet,1395,1864,Brás,934
Avenida Doutor Gentil de Moura,ipiranga,52,2,2,Apartamento,2900,3692,Ipiranga,1254
Rua Alberto Gomes Leite,vila portuguesa,70,1,0,Casa,1120,1168,Vila Portuguesa,1252
Rua Santa Donata,casa verde alta,70,2,0,Casa,1700,1773,Casa Verde Alta,1259
Rua Alberto Gomes Leite,vila portuguesa,50,1,0,Casa,1050,1095,Vila Portuguesa,1252
Rua Bernardino Vergueiro,jardim jau,40,2,0,Apartamento,1105,1347,Jardim Jaú (zona Leste),987
Rua Cônego José Norberto,vila brasilio machado,60,2,2,Apartamento,2700,3957,Vila Brasílio Machado,1254
Avenida Divino Salvador,planalto paulista,83,2,1,Casa,3700,4197,Planalto Paulista,1255
Avenida Senador Queirós,centro historico de sao paulo,22,1,0,Studio e kitnet,1600,2321,Centro Histórico de São Paulo,1410
Rua José Justino Pereira,mandaqui,50,1,0,Casa em condomínio,935,975,Mandaqui,1154
Rua Padre Mariano Ronchi,vila pereira cerca,60,2,1,Casa,1200,1251,Vila Pereira Cerca,1146
Rua São Sebastião,vila da saude,34,1,0,Apartamento,1500,2114,Vila da Saúde,1072
Rua Embuaçu,vila mariana,40,1,0,Studio e kitnet,1700,1950,Vila Mariana,1072
Rua Voluntários da Pátria,santana,123,4,1,Apartamento,3800,5167,Santana,915
Rua Caraputinga,vila america,50,2,1,Apartamento,1500,1960,Vila America,1071
Rua dos Aliados,vila sao pedro,50,2,1,Apartamento,2350,2850,Vila Sao Pedro,1148
Rua Eudora,jabaquara,44,2,1,Casa,1500,1571,Jabaquara,1073
Avenida Engenheiro George Corbisier,jabaquara,52,1,0,Casa,1160,1310,Jabaquara,1073
Rua Arroio Grande,jardim santa cruz,66,2,1,Apartamento,3500,4610,Jardim Santa Cruz (sacomã),1148
Rua Artur,chora menino,68,2,1,Casa,2920,3417,Chora Menino,1154
Rua João Gomes Batista,jardim cidalia,26,1,0,Apartamento,1080,1521,Jardim Cidalia,1024
Rua Bela Cintra,consolacao,85,1,1,Apartamento,3500,4798,Consolação,1067
Rua José de Figueiredo Seixas,imirim,48,2,1,Apartamento,1660,2274,Imirim,1259
Rua Jaracatia,jardim umarizal,56,2,1,Apartamento,1700,2276,Jardim Umarizal,1071
Avenida Professor José Maria Alkmin,jardim ester,75,2,0,Casa,1500,1783,Jardim Ester,993
Rua Professor Guilherme Belfort Sabino,campininha,181,3,2,Casa,4000,4177,Campininha,1268
Rua Camajó,jardim vergueiro,40,1,0,Casa,722,814,Jardim Vergueiro (sacomã),1148
Rua Ingaíbos,vila formosa,51,2,1,Apartamento,2000,2557,Vila Formosa,986
Rua Padre Raimundo da Silva,vila california,50,1,0,Casa,950,990,Vila California,988
Rua Fragária Rósea,jardim cidade pirituba,50,1,0,Casa,1130,1178,Jardim Cidade Pirituba,1075
Rua São Severiano,vila santana,27,1,0,Studio e kitnet,1260,1439,Vila Santana,1265
Rua Gregório de Morais Rego,jardim consorcio,60,1,0,Casa,1600,1734,Jardim Consórcio,1268
Rua Glória,liberdade,30,1,0,Studio e kitnet,1300,1390,Liberdade,1410
Avenida Antônio Manograsso,vila formosa,60,1,0,Casa,1125,1193,Vila Formosa,986
Rua Carlos Magalhães,parque reboucas,45,2,1,Apartamento,1500,2086,Parque Reboucas,1074
Avenida Álvaro Machado Pedrosa,parada inglesa,65,2,1,Apartamento,2400,3370,Parada Inglesa,1069
Rua Angá,vila formosa,60,1,0,Casa,1380,1576,Vila Formosa,986
Rua Gil de Oliveira,chacara seis de outubro,36,1,0,Studio e kitnet,1278,1628,Chácara Seis de Outubro,1078
Rua Nossa Senhora do Bom Conselho,chacara nossa senhora do bom conselho,52,2,1,Apartamento,1750,2588,Chácara Nossa Senhora do Bom Conselho,1020
Rua Major Dantas Cortez,vila gustavo,80,3,1,Casa,2000,2085,Vila Gustavo,1069
Rua Silveira Bueno,chacara california,37,1,0,Apartamento,1450,1564,Chácara Califórnia,987
Rua Henri Dunant,santo amaro,55,1,1,Apartamento,4999,6378,Santo Amaro,1265
Rua Manoel Martins da Rocha,jardim mangalot,45,2,0,Apartamento,920,1063,Jardim Mangalot,1075
Rua Dirceu Rocha Dias,jardim city,43,2,1,Apartamento,1500,1962,Jardim City,1075
Avenida Antártica,agua branca,50,2,0,Apartamento,1700,2411,Água Branca,957
Rua Barra Funda,barra funda,55,2,0,Apartamento,2700,3319,Barra Funda,1143
Rua Doutor Augusto de Miranda,vila pompeia,60,2,1,Apartamento,3500,4525,Vila Pompéia,1151
Rua Carneiro da Cunha,vila da saude,70,3,1,Apartamento,2364,3519,Vila da Saúde,1072
Rua Caetanópolis,jaguare,50,2,1,Apartamento,2900,3515,Jaguaré,907
Rua dos Caciques,vila da saude,61,2,1,Apartamento,2300,3342,Vila da Saúde,1072
Rua Antônio Ribeiro de Morais,vila carbone,71,3,1,Apartamento,1600,2212,Vila Carbone,1146
Viaduto Nove de Julho,centro,20,1,0,Studio e kitnet,1800,2365,Centro,1410
Avenida Ultramarino,lauzane paulista,50,1,0,Casa,1000,1042,Lauzane Paulista,1070
Rua Santo Amaro,bela vista,39,1,0,Apartamento,3100,3951,Bela Vista,1410
Rua Agamenon Magalhães,vila santa edwiges,39,1,0,Casa,1000,1100,Vila Santa Edwiges,1269
Rua Natividade Saldanha,sao lucas,22,1,0,Apartamento,900,1126,São Lucas,1025
Rua Diogo Pereira,super quadra morumbi,61,2,2,Apartamento,1647,2634,Super Quadra Morumbi,917
Rua Vênus,vila formosa,50,2,1,Apartamento,2400,3085,Vila Formosa,986
Praça Dom José Gaspar,republica,32,1,0,Apartamento,1550,2105,República,1143
Rua Juquis,indianopolis,45,1,1,Apartamento,3620,4522,Indianópolis,1255
Rua Marinheiro,tucuruvi,25,1,0,Apartamento,2210,2495,Tucuruvi,1069
Rua Rafael de Proença,vila nova das belezas,62,1,0,Casa,920,969,Vila Nova das Belezas,1071
Rua Baucis,jardim sao luis,55,1,0,Casa,900,938,Jardim São Luís,1020
Rua Conselheiro Lafaiette,mooca,44,2,0,Apartamento,2750,3168,Mooca,934
Rua Gargaú,jardim planalto,65,2,0,Casa,800,834,Jardim Planalto,1018
Rua C,jardim santa cruz,64,2,0,Apartamento,1184,1766,Jardim Santa Cruz (sacomã),1148
Rua Cavour,vila prudente,40,2,0,Apartamento,1850,2121,Vila Prudente,988
Rua Anambés,vila formosa,35,1,1,Studio e kitnet,1100,1167,Vila Formosa,986
Rua Valson Lopes,vila butanta,39,2,1,Apartamento,3200,3667,Vila Butantã,993
Avenida Dória,vila alexandria,52,2,1,Apartamento,2750,3774,Vila Alexandria,1147
Praça Quatorze Bis,bela vista,83,1,0,Apartamento,2000,2717,Bela Vista,1410
Rua Doutor José Gustavo Nunes,parque edu chaves,45,1,0,Casa,1280,1335,Parque Edu Chaves,942
Travessa Gonçalo Lizardo,parque edu chaves,30,1,0,Apartamento,820,852,Parque Edu Chaves,942
Avenida Doutor Bernardino Brito Fonseca de Carvalho,vila talarico,45,2,0,Apartamento,1350,1722,Vila Talarico,1077
Rua Santa Leocádia,vila isolina mazzei,78,3,2,Apartamento,2500,3400,Vila Isolina Mazzei,1069
Rua Praia do Cerejo,vila paulista,34,2,1,Apartamento,2200,2728,Vila Paulista,1073
Rua Frei Mont’alverne,vila aricanduva,90,2,1,Casa,3500,3648,Vila Aricanduva,1077
Rua Rubéns de Souza Araújo,vila mangalot,58,2,1,Apartamento,1500,2363,Vila Mangalot,1075
Rua Ida Maia de Carvalho,jardim sul sao paulo,80,1,0,Casa,1100,1152,Jardim Sul São Paulo,1024
Rua Anambés,vila formosa,35,1,0,Casa,1000,1067,Vila Formosa,986
Rua Genebra,bela vista,40,1,0,Studio e kitnet,1450,1976,Bela Vista,1410
Rua Cristiano Viana,cerqueira cesar,80,1,0,Apartamento,3306,3983,Cerqueira César,1067
Rua Firmiano Cardoso,chacara cruzeiro do sul,45,2,1,Apartamento,1650,1853,Chácara Cruzeiro do Sul,987
Rua Alexandre Levi,cambuci,62,3,1,Apartamento,2490,3193,Cambuci,983
Rua Doutor Fontes de Resende,vila dalila,37,2,0,Apartamento,1550,1760,Vila Dalila,1153
Rua Monsenhor Magaldi,jardim promissao,150,3,2,Casa,4350,4707,Jardim Promissão,1024
Rua do Almirantado,jardim aricanduva,125,2,2,Casa,3500,3648,Jardim Aricanduva,962
Rua Gil Vicente,vila dionisia,60,2,0,Casa,1070,1271,Vila Dionisia,1022
Rua Vichy,vila baruel,260,3,1,Casa,5000,5608,Vila Baruel,1259
Rua Tapari,vila esperanca,23,1,0,Apartamento,1700,2110,Vila Esperança,1275
Rua General Sosa Trigo,parque itaberaba,70,2,0,Casa,1100,1589,Parque Itaberaba,1146
Rua Professora Maria de Lourdes Souza Nogueira,vila gea,45,2,0,Apartamento,1420,1534,Vila Gea,1019
Rua Alberto Moreira Batista Filho,jardim japao,20,1,0,Apartamento,900,996,Jardim Japao,910
Rua Doutor José de Queirós Aranha,vila mariana,80,2,1,Apartamento,2290,3198,Vila Mariana,1072
Rua Heitor Penteado,sumarezinho,60,1,0,Apartamento,3000,3796,Sumarezinho,1257
Rua Leopoldo de Bulhões,indianopolis,55,2,1,Apartamento,4600,5804,Indianópolis,1255
Rua Oásis,jardim oriental,35,1,0,Casa,1250,1339,Jardim Oriental,1073
Avenida Senador Queirós,centro,20,1,0,Studio e kitnet,1270,1774,Centro,1410
Rua João Avelino Pinho Mellão,paraisopolis,51,2,1,Apartamento,2300,3236,Paraisópolis,917
Avenida Álvaro Ramos,belenzinho,28,1,0,Studio e kitnet,1244,1292,Belenzinho,925
Rua Alexandre Levi,cambuci,53,2,1,Apartamento,2200,2884,Cambuci,983
Rua Piratininga,jardim brasilia,40,1,1,Apartamento,1700,2195,Jardim Brasília (zona Norte),963
Rua Almirante Brasil,mooca,15,1,0,Studio e kitnet,1390,1408,Mooca,934
Rua Ibiapaba,vila sonia,63,2,2,Apartamento,2600,3773,Vila Sônia,1074
Rua Eugênio de Freitas,vila guilherme,49,2,1,Apartamento,1980,2549,Vila Guilherme,915
Rua Joaquim Antunes,pinheiros,49,1,1,Apartamento,3600,4589,Pinheiros,1257
Rua Doutor Gentil Leite Martins,vila nova caledonia,65,3,1,Apartamento,2263,3004,Vila Nova Caledonia,1148
Avenida Doutor Bernardino Brito Fonseca de Carvalho,vila talarico,40,2,0,Apartamento,1800,1869,Vila Talarico,1077
Rua Ibimirim,vila nova mazzei,40,2,0,Apartamento,1500,1720,Vila Nova Mazzei,1069
Rua Nhu-guaçu,nova piraju,69,2,1,Apartamento,5150,6749,Nova Piraju,1147
Rua Doutor Ângelo Vita,vila zilda,26,1,0,Apartamento,2560,3709,Vila Zilda,1069
"Rua Dom Meinrado, 266, Jardim Monjolo",jardim monjolo,45,1,0,Casa,1150,1241,Jardim Monjolo,1075
Rua Itaiteva,jardim ampliacao,49,2,1,Apartamento,2106,2792,Jardim Ampliacao,917
Rua Brigadeiro Tobias,centro,51,2,1,Apartamento,2430,3387,Centro,1410
Rua Frutal,vila serralheiro,55,1,0,Casa,850,887,Vila Serralheiro,1077
Rua Voluntários da Pátria,santana,20,1,0,Apartamento,1700,2127,Santana,915
Rua Aurora,santa efigenia,49,1,0,Studio e kitnet,880,1489,Santa Efigênia,1143
Rua Pedro de Godói,vila prudente,97,3,2,Apartamento,3400,4290,Vila Prudente,988
Rua Francisco Luiz de Souza Júnior,agua branca,45,2,0,Apartamento,2200,2684,Água Branca,957
Rua São Benedito,jardim novo santo amaro,74,1,1,Apartamento,6000,7432,Jardim Novo Santo Amaro,1020
Rua Doutor Luís Barreto,bela vista,27,1,0,Studio e kitnet,1100,1575,Bela Vista,1410
Rua Professor Arnaldo João Semeraro,jardim santa emilia,42,2,1,Apartamento,1350,1902,Jardim Santa Emília,923
Rua Marie Nader Calfat,jardim ampliacao,44,2,1,Apartamento,1670,2398,Jardim Ampliação,917
Avenida Santa Inês,parque mandaqui,48,2,1,Apartamento,1100,1807,Parque Mandaqui,1154
Rua Celso Vieira,vila pereira barreto,50,1,0,Casa,1000,1042,Vila Pereira Barreto,1146
Av. Francisco Matarazzo,agua branca,29,1,0,Studio e kitnet,2560,2999,Água Branca,957
Avenida Itaquera,parque maria luiza,40,1,0,Studio e kitnet,1081,1222,Parque Maria Luiza,1018
Rua Dona Adma Jafet,bela vista,50,1,0,Apartamento,1600,2225,Bela Vista,1410
"R. Dr. Almeida Lima - Brás, São Paulo - Sp, 03046-010, Brasil",bras,29,1,0,Apartamento,3000,3396,Brás,934
Avenida Interlagos,jardim marajoara,68,3,1,Apartamento,2165,3032,Jardim Marajoara,901
Rua Maria Carolina,jardim paulistano,22,1,0,Studio e kitnet,4500,4888,Jardim Paulistano,937
Praça Benedito Calixto,pinheiros,70,2,1,Apartamento,4250,5387,Pinheiros,1257
Avenida dos Ourives,jardim sao saverio,40,2,1,Apartamento,1300,1850,Jardim São Savério,1148
Rua Taquarituba,jabaquara,40,2,1,Casa,1000,1042,Jabaquara,1073
R. João Baldinato,vila suzana,70,1,2,Apartamento,2700,4175,Vila Suzana,1074
Rua Doutor Guilherme Bannitz,itaim bibi,70,3,1,Apartamento,4200,5163,Itaim Bibi,1256
Rua Ituri,vila formosa,45,2,1,Apartamento,1750,2060,Vila Formosa,986
Rua Brigadeiro Tobias,centro,56,1,0,Apartamento,800,1513,Centro,1410
Rua São Bernardo,cidade mae do ceu,35,2,1,Apartamento,2300,2330,Cidade Mãe do Céu,992
Rua Fernão Dias,pinheiros,26,1,0,Apartamento,3200,3948,Pinheiros,1257
Rua Ourinhos,vila bertioga,39,2,0,Apartamento,1800,2059,Vila Bertioga,987
Rua Bem Vinda Apparecida de Abreu Leme,santana,72,2,0,Apartamento,1650,2098,Santana,915
Rua Irmãos Pila,vila mazzei,144,3,3,Casa,4500,4715,Vila Mazzei,1069
Rua Mongubá,vila carrao,32,2,1,Apartamento,1990,2217,Vila Carrao,1077
Rua Amaral Gurgel,vila buarque,39,1,0,Studio e kitnet,2000,2651,Vila Buarque,1143
Rua Haddock Lobo,cerqueira cesar,50,2,0,Apartamento,3280,4396,Cerqueira César,1067
Rua Afonso Pena,bom retiro,42,2,0,Apartamento,1800,2228,Bom Retiro,1246
Rua Capote Valente,pinheiros,52,1,2,Apartamento,3960,5820,Pinheiros,1257
Rua Batataes,jardim paulista,60,2,2,Apartamento,6000,6232,Jardim Paulista,937
Alameda dos Jurupis,indianopolis,31,1,0,Apartamento,3410,3954,Indianópolis,1255
R. Onofre Silveira,vila fachini,62,2,1,Apartamento,1000,1966,Vila Fachini,1073
Rua Forte William,jardim fonte do morumbi,160,3,3,Apartamento,9000,12160,Jardim Fonte do Morumbi,917
Rua Aurora,republica,35,1,0,Studio e kitnet,2500,3549,República,1143
Rua Michael Faraday,cidade moncoes,34,1,0,Studio e kitnet,1360,1552,Cidade Monções,1147
Rua Ingleses,morro dos ingleses,70,2,1,Apartamento,5650,6963,Morro dos Ingleses,1067
Rua Piratininga,bras,68,3,1,Apartamento,3000,3964,Brás,934
Rua das Lobélias,vila bela,50,2,1,Apartamento,2392,2984,Vila Bela,988
Rua Romeu Zelanti,vila harmonia,76,2,2,Apartamento,3500,4409,Vila Harmonia,1146
Rua João Burjakian,lauzane paulista,38,1,0,Casa,930,970,Lauzane Paulista,1070
Rua José Antônio Coelho,vila mariana,70,2,1,Apartamento,2650,3803,Vila Mariana,1072
Rua Durval Fontoura Castro,vila paulista,60,2,1,Apartamento,1716,2566,Vila Paulista,1073
Rua Visconde da Luz,vila nova conceicao,67,1,1,Apartamento,4500,7391,Vila Nova Conceição,1256
Avenida Nova Independência,brooklin,64,2,1,Apartamento,4140,4988,Brooklin,1147
Rua Nelson Gama de Oliveira,vila andrade,55,2,1,Apartamento,2920,3836,Vila Andrade,917
Rua Maestro Cardim,liberdade,49,1,1,Apartamento,2100,3225,Liberdade,1410
Rua Dona Amélia Rufina,vila agua funda,60,1,0,Casa,1400,1460,Vila Água Funda,1148
Rua David Ben Gurion,jardim monte kemel,200,3,3,Casa em condomínio,13000,15050,Jardim Monte Kemel,1074
Rua Costa Barros,vila alpina,28,1,0,Apartamento,1460,1516,Vila Alpina,988
Rua Joaquim Guarani,jardim das acacias,20,1,0,Studio e kitnet,3400,3892,Jardim das Acácias,904
Avenida Santo Amaro,brooklin,33,1,1,Studio e kitnet,3300,4227,Brooklin,1147
